park_code,park_name,fee_per_car,fee_per_person,street_address,city,state,zip_code,phone_number,email_address,lat,lng,Weather Summary,num_of_trails,avg_difficulty,avg_rating
obed,Obed Wild & Scenic River,0,0,208 N. Maiden Street,Wartburg,TN,37887,N/A,obri_information@nps.gov,36.1056026037,-84.5979170501,"The weather along the Cumberland Plateau can be best described as unpredictable. Each season brings its own weather patterns. Summers are generally hot and humid, with high temperatures sometimes eclipsing 90 degrees. The low temperatures in winter often dip below freezing. Spring sees the most amount of precipitation, but rainfall can occur in various amounts throughout the year.",0.0,0.0,0.0
ocmu,Ocmulgee Mounds National Historical Park,0,0,1207 Emery Hwy,Macon,GA,31217,N/A,ocmu_administration@nps.gov,32.83816576,-83.60224853,"Macon has a humid subtropical climate (Köppen climate classification Cfa). The normal monthly mean temperature ranges from 46.3 °F (7.9 °C) in January to 81.8 °F (27.7 °C) in July. On average, there are 4.8 days with 100 °F (38 °C Winter's are mild. Temps ranging from 30 degrees to 50 degrees. Spring is mild but wet. Temps ranging from 50 degrees to low 70 degrees. Summers are hot and very humid. Temp ranging from upper 80 degrees to 100 degrees. Fall is pleasant. Temps ranging from 60 to 80 degrees.",0.0,0.0,0.0
olsp,Old Spanish National Historic Trail,0,0,National Trails Office Regions 6|7|8,Santa Fe,NM,87505,N/A,ntir_information@nps.gov,37.0791782514,-112.114693431,"Due to the length of Old Spanish National Historic Trail, be sure to consult local weather sources for the region you'll be visiting. Check out the forecast with the National Weather Service and search for the area you'd like to visit: weather.gov",0.0,0.0,0.0
olym,Olympic National Park,30.00,15.00,Olympic National Park Visitor Center,Port Angeles,WA,98362,3605653130,olym_visitor_center@nps.gov,47.80392754,-123.6663848,"Summers tend to be fair and warm, with high temperatures between 65 and 75 degrees F. July, August and September are the driest months, with heavier precipitation during the rest of the year. While winters are mild at lower elevation, snowfall can be heavy in the mountains. It is common for different weather conditions to exist within the park at the same time. At any time of year, visitors should come prepared for a variety of conditions.",101.0,3.3564356435643563,4.425742574257426
orca,Oregon Caves National Monument & Preserve,0.00,7.00,21000 Caves Hwy,Cave Junction,OR,97523,5415922100,orca_information@nps.gov,42.10319143,-123.4018586,For current weather conditions visit https://forecast.weather.gov/MapClick.php?lat=42.07376224008719&lon=-123.3984375&site=mfr&smap=1&unit=0&lg=en&FcstType=text#.YCGJRWhKjIV,0.0,0.0,0.0
oreg,Oregon National Historic Trail,0,0,"National Trails Office - Regions 6, 7, 8",Santa Fe,NM,87505,N/A,ntir_information@nps.gov,41.9876977831,-109.634200841,"Due to the length of the Oregon National Historic Trail, be sure to consult local weather sources for the region you'll be visiting. Check out the forecast with the National Weather Service and search for the area you'd like to visit: weather.gov",0.0,0.0,0.0
orpi,Organ Pipe Cactus National Monument,25.00,12.00,10 Organ Pipe Drive,Ajo,AZ,85321,5203876849,orpi_information@nps.gov,32.03585543,-112.8573314,"Summer months are hot, with temperatures exceeding 100F. Winter months are milder, with temperatures in the 70s, with overnight lows in the 40s.",0.0,0.0,0.0
ovvi,Overmountain Victory National Historic Trail,0,0,4001 Chesnee Hwy,Gaffney,SC,29341,N/A,OVVI_Information@nps.gov,35.14044,-81.377,Temperatures for the area range from very hot and humid in the summer to cool and moderate in the winter.,0.0,0.0,0.0
oxhi,Oxon Cove Park & Oxon Hill Farm,0,0,1967 Bald Eagle Road,Oxon Hill,MD,20745,N/A,PISC_Superintendent@nps.gov,38.80578214,-77.01131457,"Make sure that you wear appropriate shoes and clothing. Closed-toe shoes are recommended, sneakers or comfortable boots are best. Dress for the season, light clothes in summer, layers in spring and fall, and warm coats in winter. Cooler days are often the best days to visit Oxon Hill Farm if you’re interested in seeing farm animals or wildlife out and about. There are still lots of things to see and do on hotter days, just make sure to keep hydrated and take frequent breaks.",0.0,0.0,0.0
ozar,Ozark National Scenic Riverways,0,0,404 Watercress Drive,Van Buren,MO,63965,N/A,ozar_interpretation@nps.gov,37.13968894,-91.25709817,Ozark National Scenic Riverways is located in southeastern Missouri. Summer temperatures generally range from 75-100 degrees with high humidity. Winter temperatures generally range from 0-50 degrees with periods of intermittent freezing and snow.,0.0,0.0,0.0
paal,Palo Alto Battlefield National Historical Park,0,0,7200 Paredes Line Road,Brownsville,TX,78526,N/A,paal_interpretation@nps.gov,26.02387351,-97.46296072,Summers are hot and humid. Tropical weather systems generally affect the area from August to October. Winters are usually mild but cold fronts can drop temperatures by up to 30 degrees in about an hour.,0.0,0.0,0.0
peri,Pea Ridge National Military Park,0,0,15930 E Hwy 62,Garfield,AR,72732,N/A,PERI_interpretation@nps.gov,36.45438033,-94.03468357,"Pea Ridge National Military Park is located in the northwestern part of the state and is on a part of the Ozark Plateau. The climate is hot and humid in the summers, has mild temperatures in the fall, drier and cooler temperatures in the winter. During the spring and summer active thunderstorms can pop up. During the winter months the wind chill factor can make the temperature feel much colder than the air temperature. The winters can be cold with some snow and ice.",0.0,0.0,0.0
peco,Pecos National Historical Park,0,0,Pecos National Historical Park,Pecos,NM,87552,N/A,peco_visitor_information@nps.gov,35.54192238,-105.6814684,"Pecos National Historical Park is located at nearly 7,000 feet in altitude in the high desert region of Northern New Mexico. Please know your limits at this high desert altitude. We recommend that you wear clothing appropriate to the season, bring plenty of water, stop for a snack or lunch at one of the picnic tables, wear comfortable shoes, and put on plenty of sunscreen. Specific daily Pecos weather information may be accessed at this link: http://www.nps.gov/peco/planyourvisit/weather.htm.",0.0,0.0,0.0
pete,Petersburg National Battlefield,0,0,Petersburg National Battlefield,Petersburg,VA,23803,N/A,Pete_Interpretation@nps.gov,37.19109957,-77.47594865,Winters are usually cool with temperatures averaging in the 40s. Spring and fall are mild. Summer can bring very hot and humid weather.,0.0,0.0,0.0
pefo,Petrified Forest National Park,25.00,20.00,Exit 311,Petrified Forest,AZ,86028,9285246228,PEFO_information@nps.gov,34.98387664,-109.7877678,Petrified Forest National Park is a semi-arid grassland. Temperatures range from above 100° F (38° C) to well below freezing. About 10 inches (25.4 cm) of moisture comes during infrequent snow in the winter and often dramatic summer thunder-storms. Animals and plants are adapted to extremes in temperature and moisture. You should be ready too. Check out the forecast before you arrive and plan accordingly.,12.0,1.5,4.208333333333333
petr,Petroglyph National Monument,0,0,Visitor Information Center,Albuquerque,NM,87120,N/A,petr_interpretation@nps.gov,35.13915998,-106.7491456,"Altitude approx. 5000 ft. Usually sunny and dry, with low relative humidity. Winter temperatures range from 40 to 50 degrees F. Summer temperatures range from 88-99 degrees F. 278 days of sunshine per year. Spring can be windy with 20 to 30 mph sustained winds which can produce periods of blowing sand and dust. For current weather forecast, Google Albuquerque weather.",0.0,0.0,0.0
piro,Pictured Rocks National Lakeshore,0.00,10.00,1505 Sand Point Road,Munising,MI,49862,9063873700,piro_information@nps.gov,46.56435642,-86.31628733,"Summers are pleasant with the average highs in June, July, and August in the 70s°F, and lows in the low 50s°F. The coldest months are December through March with average highs of 25°F to 32°F, and average lows in the teens. Annual precipitation averages 31 inches; average annual snowfall ranges from 140 to 200 inches. Snow generally covers the ground from late November through late April.",0.0,0.0,0.0
pinn,Pinnacles National Park,30.00,15.00,5000 East Entrance Road,Paicines,CA,95043,8313894486,pinn_visitor_information@nps.gov,36.49029208,-121.1813607,"Pinnacles National Park has a Mediterranean climate with hot, dry summers, and mild winters with moderate precipitation. The park is several miles inland from the Pacific Ocean. A wider variation in seasonal temperatures can be expected in the local area. Summers are hot with temperatures above 100 degrees. Winters are cooler with highs in the 60s. Big swings in temperature occur between day and night, year round.",18.0,3.6666666666666665,4.444444444444445
pisp,Pipe Spring National Monument,0,0,Pipe Spring National Monument,Fredonia,AZ,86022,N/A,PISP_interpretation@nps.gov,36.86282666,-112.7398567,Weather is hot in summer and cold in winter. Expect summer highs to be 80-100 degrees Fahrenheit and winter highs to be 30-50 degrees. Early morning and late afternoon can be considerably cooler; dress in layers and bring plenty of sunscreen. Arizona climate is very dry -- bring at least 1 liter of water per person per visit to Pipe Spring.,0.0,0.0,0.0
pore,Point Reyes National Seashore,0,0,1 Bear Valley Road,Point Reyes Station,CA,94956,N/A,pore_info@nps.gov,38.05511241,-122.8797804,The moderating influence of the Pacific Ocean creates a climate with no great extremes of heat or cold. Any season can bring interesting weather during your visit to Point Reyes National Seashore. Come prepared!,0.0,0.0,0.0
poex,Pony Express National Historic Trail,0,0,National Trails Regions 6|7|8,Santa Fe,NM,87505,N/A,ntir_information@nps.gov,42.2365761128,-109.266148417,"Due to the length of the Pony Express National Historic Trail, be sure to consult local weather sources for the region you'll be visiting. Check out the forecast with the National Weather Service and search for the area you'd like to visit: weather.gov",0.0,0.0,0.0
pohe,Potomac Heritage National Scenic Trail,0,0,Potomac Heritage National Scenic Trail,Williamsport,MD,21795,N/A,choh_superintendent@nps.gov,39.15060133,-77.52301085,"Weather associated with the PHT network is typical of a temperate climate, with four distinct seasons and variable precipitation throughout the year. Temperatures can vary from a high of 100 degrees Fahrenheit in the summer to 0 degrees in the winter.",0.0,0.0,0.0
popo,Poverty Point National Monument,0,0,6859 Hwy. 577,Pioneer,LA,71266,N/A,povertypoint@crt.la.gov,32.6424361,-91.40829834,"Summers are sunny, hot, and humid. Winters tend to be mild; however, humid rainy periods occur throughout the year. Sudden and severe thunderstorms are common, so stay alert to weather forecasts. Check with rangers at the Visitor Center and/or USS Cairo Museum for updates on weather patterns. Wear comfortable sportswear appropriate for the season, with walking or hiking shoes recommended.",0.0,0.0,0.0
prsf,Presidio of San Francisco,0,0,Presidio of San Francisco,San Francisco,CA,94129,N/A,goga_pres_socialmedia@nps.gov,37.797,-122.4671,"The weather at the Presidio is typically cool and quite variable from location to location. The summer is often foggy and cool, so a light coat or sweater is appropriate year-round.",0.0,0.0,0.0
prwi,Prince William Forest Park,20.00,15.00,18170 Park Entrance Road,Triangle,VA,22172,7032217181,prwi_info@nps.gov,38.58589108,-77.38910997,"Prince William Forest Park experiences all four seasons. Spring and fall are generally comfortable with precipitation possible.Summers can be hot and humid with average temperatures in the high 80s and with sudden thunderstorms possible. July and August are the hottest months. Winters can be cold with average temperatures in the winter of 41 degrees with variable precipitation. The main park roads can close due to snowy conditions, though cross-country skiing and snow-shoeing are permitted.",0.0,0.0,0.0
puho,Puʻuhonua o Hōnaunau National Historical Park,20.00,10.00,Highway 160,Hōnaunau,HI,96726,8083282326,keola_awong@nps.gov,19.41268627,-155.9008789,The weather in the park is typically hot and sunny with daytime temperatures in the upper 80's. An excellent time to experience the park is in the morning and in the late afternoon when the temperatures are a bit cooler. The park occasionally closes because of high winds or dangerous storm conditions. Please check with the visitor center or your hotel for any weather advisories or hazardous conditions on the day of your visit.,0.0,0.0,0.0
puhe,Puʻukoholā Heiau National Historic Site,0,0,Pu'ukohola Heiau National Historic Site,Kawaihae,HI,96743,N/A,puhe_info@nps.gov,20.02772186,-155.8211629,The weather in the park is typically hot and sunny with daytime temperatures in the upper 80's. An excellent time to experience the park is in the morning and in the late afternoon when the temperatures are a bit cooler. The park is open daily from 7:30 a.m. until 5 p.m. However the park does occasionally close because of high winds or dangerous storm conditions. Please check with the visitor center or your hotel for any weather advisories or hazardous conditions on the day of your visit.,0.0,0.0,0.0
rabr,Rainbow Bridge National Monument,0,0,Rainbow Bridge National Monument,Lake Powell,UT,00000,N/A,glca_carl_hayden@nps.gov,36.9943264317,-111.491484759,"Summers are extremely hot with little, if any, shade. Winters are moderately cold with night time lows often below freezing. Spring weather is highly variable with extended periods of strong winds. Fall is generally mild. Temperatures range from 110°F (43°C) in June & July to 20°F (-7°C) in December & January. Although precipitation is generally less than 6 inches (15cm) annually, both heavy rains and flash flooding can occur, particularly during the summer monsoon season.",0.0,0.0,0.0
redw,Redwood National and State Parks,0.00,8.00,1111 Second Street,Crescent City,CA,95531,7074646101,redw_info@nps.gov,41.37237268,-124.0318129,"Visitors should be prepared for cooler and damp weather. Dress in layers and expect to get wet. Year-round temperatures along California's redwood coast: mid-40s°F (7°C) to mid-60s°F (18°C). Summer can be foggy, with highs occasionally reaching low 70s°F (20°C). Winters are cooler with considerable rain. October through April averages 60-80 inches of rain over the region.",13.0,2.6923076923076925,4.423076923076923
rich,Richmond National Battlefield Park,0,0,3215 E. Broad Street,Richmond,VA,23223,N/A,andrea_dekoter@nps.gov,37.48774472,-77.29107785,"Summer, hot and humid. Fall and Spring, mild. Winter, cold with occasional ice and snow.",0.0,0.0,0.0
rigr,Rio Grande Wild & Scenic River,0,0,Rio Grande Wild & Scenic River,Big Bend National Park,TX,79834,N/A,bibe_info@nps.gov,29.52743158,-102.5979169,Variable -- February-April: High temperatures range from mid-70sF (23C) to low-90sF (32C) with lows from the mid-30sF (2C) to mid-50sF (12C). Cold fronts can bring freezing weather with rain or snow. -- May-August: Temperatures are hot and the weather can be stormy. Temperatures over 100F (more than 38C) degrees. -- September-January:Temperatures are cooler. The weather can turn cold any time during these months.,0.0,0.0,0.0
rira,River Raisin National Battlefield Park,0,0,333 N. Dixie Hwy.,Monroe,MI,48162,N/A,shawna_mazur@nps.gov,41.91291085,-83.37620464,"There is a saying about Michigan weather: ""If you don't like the weather wait five minutes and it will change!"" Seasonal average temperatures for Monroe area: Winter: highs range from 30 F- 45 F and lows range from 15 F- 30 F Spring: highs range from 40 F - 70 F and lows range from 25 F - 55 F Summer: highs range from 70 F - 85 F and lows range from 50 F - 65 F Fall: highs range from 40 F - 80 F and lows range from 60 F - 30 F",0.0,0.0,0.0
rocr,Rock Creek Park,0,0,"5200 Glover Rd, NW",Washington,DC,20015,N/A,rocr_superintendent@nps.gov,38.95125063,-77.05002838,"Weather in D.C. is often erratic Spring: Pleasant, Avg. High: 67° Avg. Low: 44.3°, Avg. Precipitation: 12.1” Summer: Hot & Humid, Avg. High: 87°, Avg. Low: 66°, Avg. Precipitation: 12.7”, July is the hottest month Fall: Pleasant, Avg. High: 69°, Avg. Low: 48.3°, Avg. Precipitation: 11.6” Winter: Mild, Avg. High: 45°, Avg. Low: 27.3°, Avg. Precipitation: 9.3”, Avg. Snowfall: 15.4” January is coolest month Hurricanes may impact D.C. in late summer and fall Light droughts are not uncommon in summer",0.0,0.0,0.0
romo,Rocky Mountain National Park,30.00,25.00,1000 US Hwy 36,Estes Park,CO,80517,9705861206,romo_information@nps.gov,40.3556924,-105.6972879,"Winter (Dec–Mar): cold weather, deep snow at higher elevations, and seasonal closures of facilities and roads. Spring (April–May): unpredictable weather, with a mix of warm sunny days and cool days with heavy snow and rain. Many trails are still snow-covered. Trail Ridge Road opens in late May. Summer (Jun–Aug): warmer weather, thunderstorms, and wildflowers. Most park roads and facilities are open. Fall (Sep–Nov): crisp air, blue skies, fall colors, and the elk rut. Trail Ridge Road closes mid-October.",149.0,3.1879194630872485,4.483221476510067
ruca,Russell Cave National Monument,0,0,3729 County Road 98,Bridgeport,AL,35740,N/A,RUCA_Information@nps.gov,34.97402063,-85.81560314,"The weather in Bridgeport, Alabama is mild. The average temperature in the winter is in the low 50's. The average summer temperature is in the high 80's. We receive about 50 inches of rain each year. Snowfall varies, but only lasts a few days per event.",0.0,0.0,0.0
sahi,Sagamore Hill National Historic Site,0.00,0.00,20 Sagamore Hill Road,Oyster Bay,NY,11771,5169224788,sahi_information@nps.gov,40.88579128,-73.49686438,"The Atlantic Ocean and Long Island Sound moderates the climate of Long Island and Sagamore Hill. Spring: Highs average between 50 F and 70 F. Snow in early March becomes rain by April. Summer: Average highs range between 70 F and the upper 80s F. Summers are drier but thunderstorms are possible. Fall: Highs are from the mid-50s F to the mid-70s F. Fall is the driest season, but showers are possible. Winter: Highs are around 40 F. Snow showers are common; the largest accumulations come in February.",0.0,0.0,0.0
sagu,Saguaro National Park,25.00,20.00,3693 S Old Spanish Trail,Tucson,AZ,85730,5207335153,sagu_information@nps.gov,32.20909636,-110.7574974,"Winter Season With daytime temperature from the low 50's to the high 70's Summer Season As we get deeper into the summer season, temperatures will range from mid-90's to low 110's. This is a great time to experience the desert as the day breaks or in the late of the day as the sun disappears behind the surrounding mountain ranges. During the late spring and summer months Saguaro National Park only offers interpretive programs on an intermittent basis.",43.0,2.395348837209302,4.174418604651163
sacn,Saint Croix National Scenic Riverway,0,0,401 North Hamilton Street,St. Croix Falls,WI,54024,N/A,SACN_Info@nps.gov,45.70019235,-92.36126685,"Access to the Riverway is year-round. Early spring temperatures can reach into the 40's resulting in high, fast, and cold water from melting snow and ice. Summers are warm and humid. Severe weather can be experienced anytime from mid-spring through late summer. Fall colors begin in late September with high temperatures averaging in the 60's. Winter can set in early with high temperatures in the teens, lows falling below zero, and occasional heavy snow. The rivers can begin to freeze over by early December.",0.0,0.0,0.0
saga,Saint-Gaudens National Historical Park,0,0,139 Saint Gaudens Road,Cornish,NH,03745,N/A,saga_interpretation@nps.gov,43.4997238,-72.37333969,"The upper Connecticut River valley is located in a temperate climate. While some summer days may be hot and humid, the average summer temperature ranges in the 70s and lower 80s. Temperatures in the fall are normally in the upper 60s, with evenings dropping into the upper 40s and lower 50s. Winters can be cold with daily temperatures usually in the 20s and occasionally dropping to below zero. Snow may be heavy from mid December through March.",0.0,0.0,0.0
sapu,Salinas Pueblo Missions National Monument,0,0,Salinas Pueblo Missions National Monument,Mountainair,NM,87036-0517,N/A,sapu_interp@nps.gov,34.35423203,-106.2050309,"Salinas Pueblo Missions is located at an elevation of 6100-6500 ft (1860-1980 m) in an arid climate. Average annual rainfall is about 15 inches. Winters can be cold and snowy. Summer highs are above 90°F/32°C with cool evenings. The months of June-September often have thunderstorms. Flash flooding may occur in the area. Abó is especially prone to road closures as a result. Spring highs average 75°F/24°C. Fall temperatures are a little cooler. High winds often occur, which may result in trail closures.",0.0,0.0,0.0
sajh,San Juan Island National Historical Park,0,0,4668 Cattle Point Rd.,Friday Harbor,WA,98250,N/A,cyrus_forman@nps.gov,48.51241933,-123.0610277,"Spring: Temperatures usually range from 40 F to 60 F. Wildflowers are at their peak around May. Summer: Temperatures usually range from 45 F to 70 F. On very sunny days, be prepared with water-heat exhaustion is a common complaint among park visitors who are unprepared. Fall: Temperatures usually range from 40 F to 65 F. Rain is common. Winter: Temperatures range from 35 F to 50 F. Be prepared with cold and wet weather gear and numerous layers if you intend to be outside. Rain and wind are common.",0.0,0.0,0.0
saju,San Juan National Historic Site,10.00,20.00,501 Norzagaray Street,San Juan,PR,00901,7877296777,saju_superintendent@nps.gov,18.46873857,-66.11848623,"Puerto Rico enjoys year round tropical climate. Winters are breeze and summers are mostly hot and humid. It rains all year long with a ""dry"" season in April. Temperatures range from 80's in the winter to 90's in the summer. The hurricane season starts in June and ends in November. On the longest day, June 22nd, the sun sets around 7 PM. On the shortest day, December 22nd, the sun sets around 4:30 PM.",0.0,0.0,0.0
sand,Sand Creek Massacre National Historic Site,0,0,1301 Maine Street,Eads,CO,81036,N/A,sand_information@nps.gov,38.56414189,-102.5169542,"Weather conditions at the park vary considerably. Temperatures range from over 100°F in summer to under 20°F in winter. Visitors can expect blowing dust and sand year-round, especially during infrequent storms. Some of these storms produce violent tornadoes or large blizzards, so prepare accordingly, and contact the on-duty Ranger to ask about road conditions at (719)-438-5916",0.0,0.0,0.0
safe,Santa Fe National Historic Trail,0,0,National Trails Office Regions 6|7|8,Santa Fe,NM,87505,N/A,ntir_information@nps.gov,37.7276522226,-99.921969227,"Due to the length of the Santa Fe National Historic Trail, be sure to consult local weather sources for the region you'll be visiting. Check out the forecast with the National Weather Service and search for the area you'd like to visit: weather.gov",0.0,0.0,0.0
samo,Santa Monica Mountains National Recreation Area,0,0,26876 Mulholland Highway,Calabasas,CA,91302,N/A,samo_interpretation@nps.gov,34.09777606,-118.7708619,Summers are hot and dry while winters are cool and wet.,0.0,0.0,0.0
sara,Saratoga National Historical Park,0,0,648 Route 32,Stillwater,NY,12170,N/A,SARA_info@nps.gov,42.99522612,-73.63386108,The park experiences all four seasons. Temperatures can be as low as -20 degrees Fahrenheit in winter and as high as 100 degrees Fahrenheit in summer. Check local weather reports for more detailed information.,0.0,0.0,0.0
scbl,Scotts Bluff National Monument,0,0,190276 Old Oregon Trail,Gering,NE,69341,N/A,scbl_ranger_activities@nps.gov,41.83464193,-103.7071351,"Summers at Scotts Bluff are generally dry and high temperatures are usually in the 80's and 90's, although they can reach above 100 on occasion. Hikers are strongly advised to carry water. Winter daytime temperatures are usually in the 40's or low 50's, with overnight lows below freezing and, on occasion, below 0 degrees Fahrenheit. Although it can be windy any time of the year, spring is the windiest season.",0.0,0.0,0.0
seki,Sequoia & Kings Canyon National Parks,35.00,20.00,47050 Generals Highway,Three Rivers,CA,93271,5595653341,SEKI_information@nps.gov,36.71277299,-118.587429,"Because of the extreme elevation range in these parks, weather conditions vary widely between areas. In summer, the sequoia groves have comfortable temperatures and the foothills are hot and dry. Snow lingers on high-mountain passes well into summer. In fall, some areas close or reduce their hours. Winter brings snow to sequoia groves and rain to the foothills. Be prepared for tire chain requirements. Spring is a great time to hike in the foothills and snow begins to melt at higher elevations.",76.0,3.026315789473684,4.526315789473684
shen,Shenandoah National Park,30.00,15.00,Shenandoah National Park,Luray,VA,22835,5409993500,shen_info@nps.gov,38.49236644,-78.46907715,"Shenandoah National Park has four very distinct seasons. Spring typically brings mild temperatures, rain, and wildflowers. Summer brings lush green forests, but can be hot and very humid. Fall follows with cooler temperatures and spectacular fall foliage. Winter can bring snow and ice. The park spans roughly 100 miles, which means that weather can vary greatly depending on your location. The mountain is usually 10°F cooler than the valley below. Always check the forecast, dress in layers, and be prepared.",121.0,2.8512396694214877,4.194214876033058
sitk,Sitka National Historical Park,0,0,106 Metlakatla Street,Sitka,AK,99835,N/A,SITK_Information_Requests@nps.gov,57.04718173,-135.3156876,"Sitka experiences a temperate maritime climate, characterized by heavy precipitation and a small temperature range between seasons. Summer temperatures range from high 50s to high 60s F with frequent rain. Winter is rainy and snowy with temperatures from the high teens to the 40s F. Well prepared visitors will have rain gear and layered clothing at any time of year.",0.0,0.0,0.0
slbe,Sleeping Bear Dunes National Lakeshore,25.00,15.00,9922 Front Street,Empire,MI,49630,2313264700,sleepingbearinfo@nps.gov,44.92844962,-86.02706591,"Spring: Temperatures usually range from 40 F to 70 F. Rain is common. Summer: Temperatures usually range from from 50 F to 83 F. Rain and sun are equally common. On very sunny days, be prepared with plenty of water--heat exhaustion is common, especially when hiking on the dunes. Fall: Temperatures range from 40 F to 70 F. Fall foliage is at its peak around mid September. Winter: Temperatures range from 15 F to 40 F. Snow is common and is on the ground for most of the winter. Dress in warm layers.",0.0,0.0,0.0
stsp,Star-Spangled Banner National Historic Trail,0,0,2400 East Fort Avenue,Baltimore,MD,21230,N/A,Star-Spangled-Trail_info@nps.gov,39.2872505188,-76.6034317017,"The Star-Spangled Banner National Historic Trail is made up of parks, museums, outdoor trails, and waterways throughout the Chesapeake Bay region. Weather can effect the hours of operation and access points to many sites along the trail. Exercise caution when exploring the trail outdoors. Dress appropriately for seasonal conditions such as heat, snow, and ice. Parks, museums, and visitor centers may be impacted by weather conditions year round. Please call ahead to your planned trail stop for updates on",0.0,0.0,0.0
stri,Stones River National Battlefield,0,0,1563 North Thompson Lane,Murfreesboro,TN,37129,N/A,stri_administration@nps.gov,35.87608652,-86.43078399,"Summer is hot and humid with highs in the 90s. Spring and fall are pleasant. Winter temperatures are variable, but temperatures may drop below freezing with occasional snow.",0.0,0.0,0.0
tapr,Tallgrass Prairie National Preserve,0,0,2480B KS Hwy 177,Strong City,KS,66869,N/A,tapr_interpretation@nps.gov,38.44023613,-96.5670822,Typical weather for the preserve ranges from lows of 0 degrees in the winter and highs of 90 + degrees in the summer. Prevailing prairie winds attribute to winter blizzards and occasional summer storms. Thunderstorms that form on the Great Plains have a rare chance of producing tornadoes. Lightning poses a danger when hiking into the prairie. Please check current weather conditions at NOAA before hiking into the preserve.,0.0,0.0,0.0
this,Theodore Roosevelt Island,0,0,George Washington Memorial Parkway,Arlington,VA,22209,N/A,gwmp_superintendent@nps.gov,38.89584162,-77.06241918,"Outdoor trails and memorial plaza subject to weather for Washington, D.C. and Arlington, VA.",0.0,0.0,0.0
thro,Theodore Roosevelt National Park,30.00,15.00,315 Second Avenue,Medora,ND,58645,7016234466,thro_interpretation@nps.gov,47.17777274,-103.4300083,"In winter, some or all park roads may be closed due to snow.",15.0,2.7333333333333334,4.3
thst,Thomas Stone National Historic Site,0,0,6655 Rose Hill Road,Port Tobacco,MD,20677,N/A,pam_tripp@nps.gov,38.52934443,-77.037813,Thomas Stone National Historic Site experiences all four seasons. Temperatures can be very warm and humid in the summer months and wet and cold in the winter months.,0.0,0.0,0.0
tica,Timpanogos Cave National Monument,0,0,2038 W. Alpine Loop Road,American Fork,UT,84003,N/A,tica_info@nps.gov,40.44039719,-111.7093944,"Although inside the caves its always 43-48 F, temperatures on the cave trail can range from the 30s up to above 100 degrees F, depending on time of year. Carrying drinking water is a necessity, especially in summer. In the mountains, weather sometimes presents interesting challenges. The cave and cave trail do not close due to rain, unless that rain is heavy enough to bring rockfall. They will close due to high winds/rockfall, or in lightning storms. Call the visitor center if you have specific concerns.",0.0,0.0,0.0
timu,Timucuan Ecological & Historic Preserve,0,0,12713 Fort Caroline Road,Jacksonville,FL,32225,N/A,timu_information@nps.gov,30.47251894,-81.49950104,"We have mild winters and hot summers. In the winter average highs are in the 60's, lows in the 40's. The summer temperatures reach up into the 90's.",0.0,0.0,0.0
tont,Tonto National Monument,0,0,26260 N AZ Hwy 188 Lot 2,Roosevelt,AZ,85545,N/A,tont_information@nps.gov,33.64842945,-111.1135627,Weather during the summer can be extremely hot. It is typically 10 degrees Fahrenheit cooler than Phoenix. Winter weather may create hazardous conditions on the roads to Tonto National Monument. Severe thunderstorms may lead to a closure of the hiking trails.,0.0,0.0,0.0
tusk,Tule Springs Fossil Beds National Monument,0,0,Tule Springs Fossil Beds National Monument,Las Vegas,NV,89166,N/A,tusk_information@nps.gov,36.3893217,-115.3202223,"The Tule Springs Fossil Beds is located within the Mojave Desert, with summer temperatures often exceeding 110° F (43.3° C). There are no sources of water or shade at Tule Springs, so it is recommended that you plan your summer visit (May - September) to Tule Springs before the hottest part of the day and exercise caution. Winter temperatures range, on average, from the low 30's F to low 70's F.",0.0,0.0,0.0
tuma,Tumacacori National Historical Park,0,0,1895 E Frontage Road,Tumacacori,AZ,85640,N/A,NPS_TUMA_Information@nps.gov,31.567824,-111.051223,"Located above the heat of the low desert, Tumacácori National Historical Park is in the mesquite highlands, close to 3,300 feet in elevation, where temperatures are five to ten degrees cooler than Tucson or Phoenix. Visiting the park in this moderate climate is pleasurable during any season of the year but remember to prepare accordingly. Bring layered clothing and drink plenty of water.",0.0,0.0,0.0
tuzi,Tuzigoot National Monument,0,0,25 Tuzigoot Rd,Clarkdale,AZ,86324,N/A,paul_santellan@nps.gov,34.77296377,-112.0279069,"Summers are hot! Temperatures range from 95°F (35°C) to 115°F (46°C). Nighttime temperatures can be much cooler, around 70°F (21°C). From June through August, heavy monsoon rains are common in the afternoons. Winters are cooler, sometimes cold. Highs average around 55°F (13°C); lows can be around 15F (-10°C). Snow is rare, but possible. Rainy days are common in the spring.",0.0,0.0,0.0
vall,Valles Caldera National Preserve,0,0,39201 New Mexico Highway 4,Jemez Springs,NM,87025,N/A,vall_info@nps.gov,35.91682872,-106.5195724,"Each season offers a different experience: lush springs, moderate summers, golden falls, and snowy winters. Average temperatures are 22°F (-6 C) in January and 60°F (16 C) in July. Temperature extremes range from a high of 84°F (29 C) in summer to -30°F (-34C) in winter. Precipitation is heavier during summer monsoon rains (thunderstorms) in July and August and winter snowstorms in December through March. Higher elevation lends to much cooler temperatures than nearby Albuquerque.",0.0,0.0,0.0
