park_code,num_of_trails,avg_difficulty,avg_rating,park_name,fee_per_car,fee_per_person,street_address,city,state,zip,phone,email,lat,lng,weather_summary
moja,0.0,0.0,0.0,Mojave National Preserve,0.0,0.0,90942 Kelso Cima Road,Kelso,CA,92309,0,MOJA_Superintendent@nps.gov,35.12485941,-115.5168258,"Mojave Desert experiences change with the seasons. In winter, freezing temperatures and strong winds can be expected, with rain and snow in the mountains. With enough moisture, spring wildflowers may carpet the desert floor with vivid colors. Summers are hot, and temperatures above 100 degrees Fahrenheit are typical. In summer, adventurers head for the higher elevations such as Mid-Hills and the New York Mountains. The cooler temperatures of fall mark hunting season."
mono,0.0,0.0,0.0,Monocacy National Battlefield,0.0,0.0,5201 Urbana Pike,Frederick,MD,21704,0,mono_mail@nps.gov,39.36084236,-77.39637677,Spring (March - May) Temperatures: Average high is 67 degrees with a low of 53 degrees Summer (June - August) Temperatures: Average high is 87 degrees with a low of 65 degrees Fall (September - November) Temperatures: Average high is 68 degrees with a low of 48 degrees Winter (December - February) Temperatures: Average high is 45 degrees with a low of 27 degrees (Source: www.usclimatedata.com)
moca,0.0,0.0,0.0,Montezuma Castle National Monument,10.0,0.0,2800 Montezuma Castle Road,Camp Verde,AZ,86322,9285673322,Paul_Santellan@nps.gov,34.62237771,-111.8147857,"Summer: Hot. Temperatures range from 95°F (35°C) to 115°F (46°C). Nighttime temperatures can be much cooler, around 70°F (21°C). From late June through early August, heavy rains called monsoons are common in the afternoons. Winter: Cool. Highs average around 55°F (13°C); lows may be in the teens (-10°C). Snow is rare, but possible. For detailed information, visit the National Weather Service: http://forecast.weather.gov/MapClick.php?lat=34.61151944900047&lon=-111.8389592099997#.Vi_FZX6rSUk"
mopi,0.0,0.0,0.0,Mormon Pioneer National Historic Trail,0.0,0.0,National Trails Office Regions 6|7|8,Santa Fe,NM,87505,0,ntir_information@nps.gov,41.2650321741,-101.84083756,"Due to the length of the Mormon Pioneer National Historic Trail, be sure to consult local weather sources for the region you'll be visiting. Check out the forecast with the National Weather Service and search for the area you'd like to visit: weather.gov"
morr,0.0,0.0,0.0,Morristown National Historical Park,0.0,0.0,30 Washington Place,Morristown,NJ,07960,0,morr_interpretation@nps.gov,40.7650755,-74.53455122,"Weather in this part of New Jersey is typical of the mid-Atlantic region--a humid continental climate with hot, humid summers and moderately cold winters."
muwo,0.0,0.0,0.0,Muir Woods National Monument,0.0,0.0,Muir Woods National Monument,Mill Valley,CA,94941,0,goga_muwo_socialmedia@nps.gov,37.89658027,-122.5808047,"The coast redwood forest is cool most times of the year with temperatures ranging from 40 - 70 degrees F or 4 - 21 degrees C. From late October to early May expect rain. Summer months (June-August) can be warmer but it is generally cool and dry. Expect heavy fog in the morning, burning off in the afternoon. Some say fall (August-October) is the best weather of the year. But, don't let the weather stop you from having fun. If you're dressed for the elements and wearing sturdy shoes, you will enjoy your walk."
natt,0.0,0.0,0.0,Natchez Trace National Scenic Trail,0.0,0.0,2680 Natchez Trace Parkway,Tupelo,MS,38804,0,natr_interpretation@nps.gov,34.330290333,-88.7100104094,"Mississippi, Alabama, and most of Tennessee are classified as humid subtropical climates. The weather ranges from mild winters to hot summers. Average high temperatures reach into the high 80's in summer, and into the high 40's in winter. Thunderstorms are common in Mississippi, especially in the southern part of the state, and from June through November, the state is occasionally affected by hurricanes moving north from the Gulf of Mexico. Check local forecasts to plan your trip."
natr,0.0,0.0,0.0,Natchez Trace Parkway,0.0,0.0,2680 Natchez Trace Parkway,Tupelo,MS,38804,0,natr_interpretation@nps.gov,33.78002293,-89.03092439,"Mississippi, Alabama, and most of Tennessee are classified as humid subtropical climates. The weather ranges from mild winters to hot summers. Average high temperatures reach into the high 80's in summer, and into the high 40's in winter. Thunderstorms are common in Mississippi, especially in the southern part of the state, and from June through November, the state is occasionally affected by hurricanes moving north from the Gulf of Mexico. Check local forecasts to plan your trip."
npsa,0.0,0.0,0.0,National Park of American Samoa,0.0,0.0,National Park of American Samoa,Pago Pago,AS,96799,0,npsa_info@nps.gov,-14.22865935,-169.8503777,"American Samoa is in the South Pacific Ocean, between the Equator and the Tropic of Capricorn. A tropical climate prevails with warm or hot temperatures year-round and high humidity. Rain showers are frequent and can last only for a few minutes or all-day. The average annual rainfall is 125-inches in the dryer areas to as much as 300-inches in the highest mountains. Tropical storms are more prevalent during the long, wet summer season (October -May) and a slightly cooler and drier season (June-September)"
npnh,0.0,0.0,0.0,National Parks of New York Harbor,0.0,0.0,26 Wall Street,New York,NY,10007,0,Suzanne_McCarthy@nps.gov,40.6632,-74.0451,Check out the weather here for New York City
nabr,0.0,0.0,0.0,Natural Bridges National Monument,20.0,10.0,At the end of UT-275,Lake Powell,UT,84533,4356921234,nabrinfo@nps.gov,37.6045329,-110.0022436,"Natural Bridges is part of the Colorado Plateau, a ""high desert"" region that experiences wide temperature fluctuations, sometimes over 40 degrees in a single day. The temperate (and most popular) seasons are spring (April-May) and fall (mid-September-October), when daytime highs average 60 to 80 F and lows average 30 to 50 F. Summer temperatures often exceed 100 F, making strenuous exercise difficult. Winters are cold, with highs averaging 30 to 50 F, and lows averaging 0 to 20 F."
nava,0.0,0.0,0.0,Navajo National Monument,0.0,0.0,End of AZ Highway 564,Shonto,AZ,86054,0,Lloyd_Masayumptewa@nps.gov,36.71755643,-110.5504015,"Check weather updates at NOAA.gov and enter city Betatakin, and State, Arizona."
neen,0.0,0.0,0.0,New England National Scenic Trail,0.0,0.0,New England Trail,Springfield,MA,01105,0,net@nps.gov,42.2915819137,-72.5242767334,"Temperatures range from warm, humid summer days to cold New England winter days."
neri,0.0,0.0,0.0,New River Gorge National Park and Preserve,0.0,0.0,104 Main Street,Glen Jean,WV,25846,0,neri_interpretation@nps.gov,37.86878554,-80.99956002,"Weather in the Appalachian Mountains can be unpredictable and can change quickly. Always be prepared for the possibility of sudden storms. Weather in the mountains is often cooler and wetter than the surrounding area. On average, the warmest month is July. The maximum average precipitation also occurs in July."
nepe,0.0,0.0,0.0,Nez Perce National Historical Park,0.0,0.0,Nez Perce National Historical Park,Lapwai,ID,83540-9715,0,nepe_superintendent@nps.gov,46.07019093,-115.8761258,"Elevations in the Park range from 700 feet above sea level to over 8,000, providing a wide range of climatic conditions, that follow the four seasons. Be prepared for very warm weather in the summer months, in particular in the river valleys. The spring and fall are moderate and comfortable. Winter conditions can be severe in the higher elevations, with snow and ice making travel difficult and dangerous. Please visit the National Weather Service for comprehensive weather information."
niob,0.0,0.0,0.0,Niobrara National Scenic River,0.0,0.0,214 W US Highway 20,Valentine,NE,69201,0,niobrara_nsr@nps.gov,42.79413083,-99.91870646,"Summer (June-August): highs - low 80s to low 100s; lows - 50s to 60s, with occasional thunderstorms and associated strong winds. Moderate dry winds are common in the summer. 8.3"" is average summer rainfall. Winter (November-April): Average highs 20-30s, average lows 0-10s with 5.5""/month average snowfall. Spring (April/May) and Fall (September/October) have cooler temperatures: average highs 60-70s, average lows 30-40s with 7.3"" average rain/snowfall."
noat,0.0,0.0,0.0,Noatak National Preserve,0.0,0.0,171 3rd Ave,Kotzebue,AK,99752,0,wear_webmail@nps.gov,68.01027053,-159.831694,"Snow, rain, and freezing temperatures can occur any time of the year. Always travel with good quality rain gear and warm layers. Be especially careful to stay dry. Hypothermia can set in on a windy, wet day, even when it doesn't feel that cold."
noco,0.0,0.0,0.0,North Country National Scenic Trail,0.0,0.0,"318 East Main Street, Suite K",Lowell,MI,49331,0,NOCO_Administration@nps.gov,46.334400743,-90.8165630499,"With the trail going through over 4,600 miles through seven states from the Northeast to the Great Plains, weather along the trail can be highly variable. You could be subject to any kind of weather or temperature related emergency depending on your location and the season. Be careful to protect yourself from heat-related illnesses and hypothermia while out on the trail. Be mindful of lightning, severe storms, and other environmental hazards common to the “North Country.”"
obed,0.0,0.0,0.0,Obed Wild & Scenic River,0.0,0.0,208 N. Maiden Street,Wartburg,TN,37887,0,obri_information@nps.gov,36.1056026037,-84.5979170501,"The weather along the Cumberland Plateau can be best described as unpredictable. Each season brings its own weather patterns. Summers are generally hot and humid, with high temperatures sometimes eclipsing 90 degrees. The low temperatures in winter often dip below freezing. Spring sees the most amount of precipitation, but rainfall can occur in various amounts throughout the year."
ocmu,0.0,0.0,0.0,Ocmulgee Mounds National Historical Park,0.0,0.0,1207 Emery Hwy,Macon,GA,31217,0,ocmu_administration@nps.gov,32.83816576,-83.60224853,"Macon has a humid subtropical climate (Köppen climate classification Cfa). The normal monthly mean temperature ranges from 46.3 °F (7.9 °C) in January to 81.8 °F (27.7 °C) in July. On average, there are 4.8 days with 100 °F (38 °C Winter's are mild. Temps ranging from 30 degrees to 50 degrees. Spring is mild but wet. Temps ranging from 50 degrees to low 70 degrees. Summers are hot and very humid. Temp ranging from upper 80 degrees to 100 degrees. Fall is pleasant. Temps ranging from 60 to 80 degrees."
olsp,0.0,0.0,0.0,Old Spanish National Historic Trail,0.0,0.0,National Trails Office Regions 6|7|8,Santa Fe,NM,87505,0,ntir_information@nps.gov,37.0791782514,-112.114693431,"Due to the length of Old Spanish National Historic Trail, be sure to consult local weather sources for the region you'll be visiting. Check out the forecast with the National Weather Service and search for the area you'd like to visit: weather.gov"
orca,0.0,0.0,0.0,Oregon Caves National Monument & Preserve,0.0,7.0,21000 Caves Hwy,Cave Junction,OR,97523,5415922100,orca_information@nps.gov,42.10319143,-123.4018586,For current weather conditions visit https://forecast.weather.gov/MapClick.php?lat=42.07376224008719&lon=-123.3984375&site=mfr&smap=1&unit=0&lg=en&FcstType=text#.YCGJRWhKjIV
oreg,0.0,0.0,0.0,Oregon National Historic Trail,0.0,0.0,"National Trails Office - Regions 6, 7, 8",Santa Fe,NM,87505,0,ntir_information@nps.gov,41.9876977831,-109.634200841,"Due to the length of the Oregon National Historic Trail, be sure to consult local weather sources for the region you'll be visiting. Check out the forecast with the National Weather Service and search for the area you'd like to visit: weather.gov"
orpi,0.0,0.0,0.0,Organ Pipe Cactus National Monument,25.0,12.0,10 Organ Pipe Drive,Ajo,AZ,85321,5203876849,orpi_information@nps.gov,32.03585543,-112.8573314,"Summer months are hot, with temperatures exceeding 100F. Winter months are milder, with temperatures in the 70s, with overnight lows in the 40s."
ovvi,0.0,0.0,0.0,Overmountain Victory National Historic Trail,0.0,0.0,4001 Chesnee Hwy,Gaffney,SC,29341,0,OVVI_Information@nps.gov,35.14044,-81.377,Temperatures for the area range from very hot and humid in the summer to cool and moderate in the winter.
oxhi,0.0,0.0,0.0,Oxon Cove Park & Oxon Hill Farm,0.0,0.0,1967 Bald Eagle Road,Oxon Hill,MD,20745,0,PISC_Superintendent@nps.gov,38.80578214,-77.01131457,"Make sure that you wear appropriate shoes and clothing. Closed-toe shoes are recommended, sneakers or comfortable boots are best. Dress for the season, light clothes in summer, layers in spring and fall, and warm coats in winter. Cooler days are often the best days to visit Oxon Hill Farm if you’re interested in seeing farm animals or wildlife out and about. There are still lots of things to see and do on hotter days, just make sure to keep hydrated and take frequent breaks."
ozar,0.0,0.0,0.0,Ozark National Scenic Riverways,0.0,0.0,404 Watercress Drive,Van Buren,MO,63965,0,ozar_interpretation@nps.gov,37.13968894,-91.25709817,Ozark National Scenic Riverways is located in southeastern Missouri. Summer temperatures generally range from 75-100 degrees with high humidity. Winter temperatures generally range from 0-50 degrees with periods of intermittent freezing and snow.
paal,0.0,0.0,0.0,Palo Alto Battlefield National Historical Park,0.0,0.0,7200 Paredes Line Road,Brownsville,TX,78526,0,paal_interpretation@nps.gov,26.02387351,-97.46296072,Summers are hot and humid. Tropical weather systems generally affect the area from August to October. Winters are usually mild but cold fronts can drop temperatures by up to 30 degrees in about an hour.
peri,0.0,0.0,0.0,Pea Ridge National Military Park,0.0,0.0,15930 E Hwy 62,Garfield,AR,72732,0,PERI_interpretation@nps.gov,36.45438033,-94.03468357,"Pea Ridge National Military Park is located in the northwestern part of the state and is on a part of the Ozark Plateau. The climate is hot and humid in the summers, has mild temperatures in the fall, drier and cooler temperatures in the winter. During the spring and summer active thunderstorms can pop up. During the winter months the wind chill factor can make the temperature feel much colder than the air temperature. The winters can be cold with some snow and ice."
peco,0.0,0.0,0.0,Pecos National Historical Park,0.0,0.0,Pecos National Historical Park,Pecos,NM,87552,0,peco_visitor_information@nps.gov,35.54192238,-105.6814684,"Pecos National Historical Park is located at nearly 7,000 feet in altitude in the high desert region of Northern New Mexico. Please know your limits at this high desert altitude. We recommend that you wear clothing appropriate to the season, bring plenty of water, stop for a snack or lunch at one of the picnic tables, wear comfortable shoes, and put on plenty of sunscreen. Specific daily Pecos weather information may be accessed at this link: http://www.nps.gov/peco/planyourvisit/weather.htm."
pete,0.0,0.0,0.0,Petersburg National Battlefield,0.0,0.0,Petersburg National Battlefield,Petersburg,VA,23803,0,Pete_Interpretation@nps.gov,37.19109957,-77.47594865,Winters are usually cool with temperatures averaging in the 40s. Spring and fall are mild. Summer can bring very hot and humid weather.
petr,0.0,0.0,0.0,Petroglyph National Monument,0.0,0.0,Visitor Information Center,Albuquerque,NM,87120,0,petr_interpretation@nps.gov,35.13915998,-106.7491456,"Altitude approx. 5000 ft. Usually sunny and dry, with low relative humidity. Winter temperatures range from 40 to 50 degrees F. Summer temperatures range from 88-99 degrees F. 278 days of sunshine per year. Spring can be windy with 20 to 30 mph sustained winds which can produce periods of blowing sand and dust. For current weather forecast, Google Albuquerque weather."
piro,0.0,0.0,0.0,Pictured Rocks National Lakeshore,0.0,10.0,1505 Sand Point Road,Munising,MI,49862,9063873700,piro_information@nps.gov,46.56435642,-86.31628733,"Summers are pleasant with the average highs in June, July, and August in the 70s°F, and lows in the low 50s°F. The coldest months are December through March with average highs of 25°F to 32°F, and average lows in the teens. Annual precipitation averages 31 inches; average annual snowfall ranges from 140 to 200 inches. Snow generally covers the ground from late November through late April."
pisp,0.0,0.0,0.0,Pipe Spring National Monument,0.0,0.0,Pipe Spring National Monument,Fredonia,AZ,86022,0,PISP_interpretation@nps.gov,36.86282666,-112.7398567,Weather is hot in summer and cold in winter. Expect summer highs to be 80-100 degrees Fahrenheit and winter highs to be 30-50 degrees. Early morning and late afternoon can be considerably cooler; dress in layers and bring plenty of sunscreen. Arizona climate is very dry -- bring at least 1 liter of water per person per visit to Pipe Spring.
pore,0.0,0.0,0.0,Point Reyes National Seashore,0.0,0.0,1 Bear Valley Road,Point Reyes Station,CA,94956,0,pore_info@nps.gov,38.05511241,-122.8797804,The moderating influence of the Pacific Ocean creates a climate with no great extremes of heat or cold. Any season can bring interesting weather during your visit to Point Reyes National Seashore. Come prepared!
poex,0.0,0.0,0.0,Pony Express National Historic Trail,0.0,0.0,National Trails Regions 6|7|8,Santa Fe,NM,87505,0,ntir_information@nps.gov,42.2365761128,-109.266148417,"Due to the length of the Pony Express National Historic Trail, be sure to consult local weather sources for the region you'll be visiting. Check out the forecast with the National Weather Service and search for the area you'd like to visit: weather.gov"
pohe,0.0,0.0,0.0,Potomac Heritage National Scenic Trail,0.0,0.0,Potomac Heritage National Scenic Trail,Williamsport,MD,21795,0,choh_superintendent@nps.gov,39.15060133,-77.52301085,"Weather associated with the PHT network is typical of a temperate climate, with four distinct seasons and variable precipitation throughout the year. Temperatures can vary from a high of 100 degrees Fahrenheit in the summer to 0 degrees in the winter."
popo,0.0,0.0,0.0,Poverty Point National Monument,0.0,0.0,6859 Hwy. 577,Pioneer,LA,71266,0,povertypoint@crt.la.gov,32.6424361,-91.40829834,"Summers are sunny, hot, and humid. Winters tend to be mild; however, humid rainy periods occur throughout the year. Sudden and severe thunderstorms are common, so stay alert to weather forecasts. Check with rangers at the Visitor Center and/or USS Cairo Museum for updates on weather patterns. Wear comfortable sportswear appropriate for the season, with walking or hiking shoes recommended."
prsf,0.0,0.0,0.0,Presidio of San Francisco,0.0,0.0,Presidio of San Francisco,San Francisco,CA,94129,0,goga_pres_socialmedia@nps.gov,37.797,-122.4671,"The weather at the Presidio is typically cool and quite variable from location to location. The summer is often foggy and cool, so a light coat or sweater is appropriate year-round."
prwi,0.0,0.0,0.0,Prince William Forest Park,20.0,15.0,18170 Park Entrance Road,Triangle,VA,22172,7032217181,prwi_info@nps.gov,38.58589108,-77.38910997,"Prince William Forest Park experiences all four seasons. Spring and fall are generally comfortable with precipitation possible.Summers can be hot and humid with average temperatures in the high 80s and with sudden thunderstorms possible. July and August are the hottest months. Winters can be cold with average temperatures in the winter of 41 degrees with variable precipitation. The main park roads can close due to snowy conditions, though cross-country skiing and snow-shoeing are permitted."
puho,0.0,0.0,0.0,Puʻuhonua o Hōnaunau National Historical Park,20.0,10.0,Highway 160,Hōnaunau,HI,96726,8083282326,keola_awong@nps.gov,19.41268627,-155.9008789,The weather in the park is typically hot and sunny with daytime temperatures in the upper 80's. An excellent time to experience the park is in the morning and in the late afternoon when the temperatures are a bit cooler. The park occasionally closes because of high winds or dangerous storm conditions. Please check with the visitor center or your hotel for any weather advisories or hazardous conditions on the day of your visit.
puhe,0.0,0.0,0.0,Puʻukoholā Heiau National Historic Site,0.0,0.0,Pu'ukohola Heiau National Historic Site,Kawaihae,HI,96743,0,puhe_info@nps.gov,20.02772186,-155.8211629,The weather in the park is typically hot and sunny with daytime temperatures in the upper 80's. An excellent time to experience the park is in the morning and in the late afternoon when the temperatures are a bit cooler. The park is open daily from 7:30 a.m. until 5 p.m. However the park does occasionally close because of high winds or dangerous storm conditions. Please check with the visitor center or your hotel for any weather advisories or hazardous conditions on the day of your visit.
rabr,0.0,0.0,0.0,Rainbow Bridge National Monument,0.0,0.0,Rainbow Bridge National Monument,Lake Powell,UT,00000,0,glca_carl_hayden@nps.gov,36.9943264317,-111.491484759,"Summers are extremely hot with little, if any, shade. Winters are moderately cold with night time lows often below freezing. Spring weather is highly variable with extended periods of strong winds. Fall is generally mild. Temperatures range from 110°F (43°C) in June & July to 20°F (-7°C) in December & January. Although precipitation is generally less than 6 inches (15cm) annually, both heavy rains and flash flooding can occur, particularly during the summer monsoon season."
rich,0.0,0.0,0.0,Richmond National Battlefield Park,0.0,0.0,3215 E. Broad Street,Richmond,VA,23223,0,andrea_dekoter@nps.gov,37.48774472,-77.29107785,"Summer, hot and humid. Fall and Spring, mild. Winter, cold with occasional ice and snow."
rigr,0.0,0.0,0.0,Rio Grande Wild & Scenic River,0.0,0.0,Rio Grande Wild & Scenic River,Big Bend National Park,TX,79834,0,bibe_info@nps.gov,29.52743158,-102.5979169,Variable -- February-April: High temperatures range from mid-70sF (23C) to low-90sF (32C) with lows from the mid-30sF (2C) to mid-50sF (12C). Cold fronts can bring freezing weather with rain or snow. -- May-August: Temperatures are hot and the weather can be stormy. Temperatures over 100F (more than 38C) degrees. -- September-January:Temperatures are cooler. The weather can turn cold any time during these months.
rira,0.0,0.0,0.0,River Raisin National Battlefield Park,0.0,0.0,333 N. Dixie Hwy.,Monroe,MI,48162,0,shawna_mazur@nps.gov,41.91291085,-83.37620464,"There is a saying about Michigan weather: ""If you don't like the weather wait five minutes and it will change!"" Seasonal average temperatures for Monroe area: Winter: highs range from 30 F- 45 F and lows range from 15 F- 30 F Spring: highs range from 40 F - 70 F and lows range from 25 F - 55 F Summer: highs range from 70 F - 85 F and lows range from 50 F - 65 F Fall: highs range from 40 F - 80 F and lows range from 60 F - 30 F"
rocr,0.0,0.0,0.0,Rock Creek Park,0.0,0.0,"5200 Glover Rd, NW",Washington,DC,20015,0,rocr_superintendent@nps.gov,38.95125063,-77.05002838,"Weather in D.C. is often erratic Spring: Pleasant, Avg. High: 67° Avg. Low: 44.3°, Avg. Precipitation: 12.1” Summer: Hot & Humid, Avg. High: 87°, Avg. Low: 66°, Avg. Precipitation: 12.7”, July is the hottest month Fall: Pleasant, Avg. High: 69°, Avg. Low: 48.3°, Avg. Precipitation: 11.6” Winter: Mild, Avg. High: 45°, Avg. Low: 27.3°, Avg. Precipitation: 9.3”, Avg. Snowfall: 15.4” January is coolest month Hurricanes may impact D.C. in late summer and fall Light droughts are not uncommon in summer"
ruca,0.0,0.0,0.0,Russell Cave National Monument,0.0,0.0,3729 County Road 98,Bridgeport,AL,35740,0,RUCA_Information@nps.gov,34.97402063,-85.81560314,"The weather in Bridgeport, Alabama is mild. The average temperature in the winter is in the low 50's. The average summer temperature is in the high 80's. We receive about 50 inches of rain each year. Snowfall varies, but only lasts a few days per event."
sahi,0.0,0.0,0.0,Sagamore Hill National Historic Site,0.0,0.0,20 Sagamore Hill Road,Oyster Bay,NY,11771,5169224788,sahi_information@nps.gov,40.88579128,-73.49686438,"The Atlantic Ocean and Long Island Sound moderates the climate of Long Island and Sagamore Hill. Spring: Highs average between 50 F and 70 F. Snow in early March becomes rain by April. Summer: Average highs range between 70 F and the upper 80s F. Summers are drier but thunderstorms are possible. Fall: Highs are from the mid-50s F to the mid-70s F. Fall is the driest season, but showers are possible. Winter: Highs are around 40 F. Snow showers are common; the largest accumulations come in February."
sacn,0.0,0.0,0.0,Saint Croix National Scenic Riverway,0.0,0.0,401 North Hamilton Street,St. Croix Falls,WI,54024,0,SACN_Info@nps.gov,45.70019235,-92.36126685,"Access to the Riverway is year-round. Early spring temperatures can reach into the 40's resulting in high, fast, and cold water from melting snow and ice. Summers are warm and humid. Severe weather can be experienced anytime from mid-spring through late summer. Fall colors begin in late September with high temperatures averaging in the 60's. Winter can set in early with high temperatures in the teens, lows falling below zero, and occasional heavy snow. The rivers can begin to freeze over by early December."
saga,0.0,0.0,0.0,Saint-Gaudens National Historical Park,0.0,0.0,139 Saint Gaudens Road,Cornish,NH,03745,0,saga_interpretation@nps.gov,43.4997238,-72.37333969,"The upper Connecticut River valley is located in a temperate climate. While some summer days may be hot and humid, the average summer temperature ranges in the 70s and lower 80s. Temperatures in the fall are normally in the upper 60s, with evenings dropping into the upper 40s and lower 50s. Winters can be cold with daily temperatures usually in the 20s and occasionally dropping to below zero. Snow may be heavy from mid December through March."
sapu,0.0,0.0,0.0,Salinas Pueblo Missions National Monument,0.0,0.0,Salinas Pueblo Missions National Monument,Mountainair,NM,87036-0517,0,sapu_interp@nps.gov,34.35423203,-106.2050309,"Salinas Pueblo Missions is located at an elevation of 6100-6500 ft (1860-1980 m) in an arid climate. Average annual rainfall is about 15 inches. Winters can be cold and snowy. Summer highs are above 90°F/32°C with cool evenings. The months of June-September often have thunderstorms. Flash flooding may occur in the area. Abó is especially prone to road closures as a result. Spring highs average 75°F/24°C. Fall temperatures are a little cooler. High winds often occur, which may result in trail closures."
sajh,0.0,0.0,0.0,San Juan Island National Historical Park,0.0,0.0,4668 Cattle Point Rd.,Friday Harbor,WA,98250,0,cyrus_forman@nps.gov,48.51241933,-123.0610277,"Spring: Temperatures usually range from 40 F to 60 F. Wildflowers are at their peak around May. Summer: Temperatures usually range from 45 F to 70 F. On very sunny days, be prepared with water-heat exhaustion is a common complaint among park visitors who are unprepared. Fall: Temperatures usually range from 40 F to 65 F. Rain is common. Winter: Temperatures range from 35 F to 50 F. Be prepared with cold and wet weather gear and numerous layers if you intend to be outside. Rain and wind are common."
saju,0.0,0.0,0.0,San Juan National Historic Site,10.0,20.0,501 Norzagaray Street,San Juan,PR,00901,7877296777,saju_superintendent@nps.gov,18.46873857,-66.11848623,"Puerto Rico enjoys year round tropical climate. Winters are breeze and summers are mostly hot and humid. It rains all year long with a ""dry"" season in April. Temperatures range from 80's in the winter to 90's in the summer. The hurricane season starts in June and ends in November. On the longest day, June 22nd, the sun sets around 7 PM. On the shortest day, December 22nd, the sun sets around 4:30 PM."
sand,0.0,0.0,0.0,Sand Creek Massacre National Historic Site,0.0,0.0,1301 Maine Street,Eads,CO,81036,0,sand_information@nps.gov,38.56414189,-102.5169542,"Weather conditions at the park vary considerably. Temperatures range from over 100°F in summer to under 20°F in winter. Visitors can expect blowing dust and sand year-round, especially during infrequent storms. Some of these storms produce violent tornadoes or large blizzards, so prepare accordingly, and contact the on-duty Ranger to ask about road conditions at (719)-438-5916"
safe,0.0,0.0,0.0,Santa Fe National Historic Trail,0.0,0.0,National Trails Office Regions 6|7|8,Santa Fe,NM,87505,0,ntir_information@nps.gov,37.7276522226,-99.921969227,"Due to the length of the Santa Fe National Historic Trail, be sure to consult local weather sources for the region you'll be visiting. Check out the forecast with the National Weather Service and search for the area you'd like to visit: weather.gov"
samo,0.0,0.0,0.0,Santa Monica Mountains National Recreation Area,0.0,0.0,26876 Mulholland Highway,Calabasas,CA,91302,0,samo_interpretation@nps.gov,34.09777606,-118.7708619,Summers are hot and dry while winters are cool and wet.
sara,0.0,0.0,0.0,Saratoga National Historical Park,0.0,0.0,648 Route 32,Stillwater,NY,12170,0,SARA_info@nps.gov,42.99522612,-73.63386108,The park experiences all four seasons. Temperatures can be as low as -20 degrees Fahrenheit in winter and as high as 100 degrees Fahrenheit in summer. Check local weather reports for more detailed information.
scbl,0.0,0.0,0.0,Scotts Bluff National Monument,0.0,0.0,190276 Old Oregon Trail,Gering,NE,69341,0,scbl_ranger_activities@nps.gov,41.83464193,-103.7071351,"Summers at Scotts Bluff are generally dry and high temperatures are usually in the 80's and 90's, although they can reach above 100 on occasion. Hikers are strongly advised to carry water. Winter daytime temperatures are usually in the 40's or low 50's, with overnight lows below freezing and, on occasion, below 0 degrees Fahrenheit. Although it can be windy any time of the year, spring is the windiest season."
sitk,0.0,0.0,0.0,Sitka National Historical Park,0.0,0.0,106 Metlakatla Street,Sitka,AK,99835,0,SITK_Information_Requests@nps.gov,57.04718173,-135.3156876,"Sitka experiences a temperate maritime climate, characterized by heavy precipitation and a small temperature range between seasons. Summer temperatures range from high 50s to high 60s F with frequent rain. Winter is rainy and snowy with temperatures from the high teens to the 40s F. Well prepared visitors will have rain gear and layered clothing at any time of year."
slbe,0.0,0.0,0.0,Sleeping Bear Dunes National Lakeshore,25.0,15.0,9922 Front Street,Empire,MI,49630,2313264700,sleepingbearinfo@nps.gov,44.92844962,-86.02706591,"Spring: Temperatures usually range from 40 F to 70 F. Rain is common. Summer: Temperatures usually range from from 50 F to 83 F. Rain and sun are equally common. On very sunny days, be prepared with plenty of water--heat exhaustion is common, especially when hiking on the dunes. Fall: Temperatures range from 40 F to 70 F. Fall foliage is at its peak around mid September. Winter: Temperatures range from 15 F to 40 F. Snow is common and is on the ground for most of the winter. Dress in warm layers."
stsp,0.0,0.0,0.0,Star-Spangled Banner National Historic Trail,0.0,0.0,2400 East Fort Avenue,Baltimore,MD,21230,0,Star-Spangled-Trail_info@nps.gov,39.2872505188,-76.6034317017,"The Star-Spangled Banner National Historic Trail is made up of parks, museums, outdoor trails, and waterways throughout the Chesapeake Bay region. Weather can effect the hours of operation and access points to many sites along the trail. Exercise caution when exploring the trail outdoors. Dress appropriately for seasonal conditions such as heat, snow, and ice. Parks, museums, and visitor centers may be impacted by weather conditions year round. Please call ahead to your planned trail stop for updates on"
stri,0.0,0.0,0.0,Stones River National Battlefield,0.0,0.0,1563 North Thompson Lane,Murfreesboro,TN,37129,0,stri_administration@nps.gov,35.87608652,-86.43078399,"Summer is hot and humid with highs in the 90s. Spring and fall are pleasant. Winter temperatures are variable, but temperatures may drop below freezing with occasional snow."
tapr,0.0,0.0,0.0,Tallgrass Prairie National Preserve,0.0,0.0,2480B KS Hwy 177,Strong City,KS,66869,0,tapr_interpretation@nps.gov,38.44023613,-96.5670822,Typical weather for the preserve ranges from lows of 0 degrees in the winter and highs of 90 + degrees in the summer. Prevailing prairie winds attribute to winter blizzards and occasional summer storms. Thunderstorms that form on the Great Plains have a rare chance of producing tornadoes. Lightning poses a danger when hiking into the prairie. Please check current weather conditions at NOAA before hiking into the preserve.
this,0.0,0.0,0.0,Theodore Roosevelt Island,0.0,0.0,George Washington Memorial Parkway,Arlington,VA,22209,0,gwmp_superintendent@nps.gov,38.89584162,-77.06241918,"Outdoor trails and memorial plaza subject to weather for Washington, D.C. and Arlington, VA."
